07:45,3,No Yards,34,punts for 39 yards to Cgy55. Penalty: No Yards on Calgary -5 yards.,10,21
06:16,3,Fumble,2,FUMBLE Recovered by BC ( ),10,21
03:14,3,Missed Field Goal,21,21 yard field goal attempt is GOOD.,13,21
05:58,3,Missed Field Goal,35,35 yard field goal attempt is GOOD.,19,24
11:14,3,Missed Field Goal,26,Paul McCallum 26 yard field goal attempt is GOOD.,0,3
05:13,3,Missed Field Goal,14,Justin Medlock 14 yard field goal attempt is GOOD.,3,10
01:53,3,Illegal Block,-4,Ricky Schmitt punts for 39 yards to Ham29. Brandon Banks return for 6 yards to Ham35. Penalty: Illegal Block on Hamilton (Beau Landry) -10 yards.,3,10
00:52,3,Unnecessary Roughness,30,Justin Medlock punts for 48 yards to BC47. Stefan Logan return for 15 yards to Ham48. Tackled by Erik Harris. Penalty: Unnecessary Roughness on Hamilton (Brandon Stewart) 15 yards.,3,10
12:04,3,Missed Field Goal,31,Justin Medlock 31 yard field goal attempt is GOOD.,6,17
02:30,3,Missed Field Goal,32,Justin Medlock 32 yard field goal attempt is GOOD.,16,17
00:27,3,Missed Field Goal,38,Justin Medlock 38 yard field goal attempt is GOOD.,19,17
10:06,3,Missed Field Goal,47,Paul McCallum 47 yard field goal attempt is GOOD.,19,20
13:58,3,Illegal Block,-8,Justin Medlock punts for 42 yards to BC28. Stefan Logan return for 2 yards to BC30. Penalty: Illegal Block on BC (Cord Parks) -10 yards.,26,27
08:37,3,Missed Field Goal,32,Paul McCallum 32 yard field goal attempt is GOOD.,26,30
06:36,3,Missed Field Goal,40,Justin Medlock 40 yard field goal attempt is GOOD.,29,30
02:32,3,Missed Field Goal,20,Paul McCallum 20 yard field goal attempt is GOOD.,29,33
02:04,3,No Yards,30,Justin Medlock punts for 35 yards to BC33. Penalty: No Yards on Hamilton (Mossis Madu) -5 yards.,29,33
00:04,3,Missed Field Goal,42,Paul McCallum 42 yard field goal attempt is GOOD.,29,36
11:09,3,Rush,2,Mitchell Gale rush for 2 yards to the Tor41. Tackled by Solomon Elimimian.,0,0
09:49,3,Unnecessary Roughness,78,Swayze Waters punts for 45 yards to BC24.   return for 70 yards to Tor16. Tackled by Curtis Steele. Penalty: Unnecessary Roughness on Toronto (Curtis Steele) 8 yards.,0,0
03:52,3,Missed Field Goal,30,Paul McCallum 30 yard field goal attempt is GOOD.,10,0
00:47,3,Illegal Block,-6,Swayze Waters punts for 43 yards to BC43.   return for 4 yards to BC47. Penalty: Illegal Block on BC (Akwasi Antwi) -10 yards.,10,0
11:00,3,Missed Field Goal,32,Swayze Waters 32 yard field goal attempt is GOOD.,10,3
07:14,3,Missed Field Goal,34,Swayze Waters 34 yard field goal attempt is GOOD.,10,6
06:00,3,Rush,1,John Beck rush for 1 yard to the BC40. Tackled by Logan Harrell.,10,6
02:05,3,Missed Field Goal,29,Paul McCallum 29 yard field goal attempt is GOOD.,13,6
00:32,3,No Yards,27,Ricky Schmitt punts for 32 yards to Tor45. Penalty: No Yards on BC (Akwasi Antwi) -5 yards.,13,6
03:52,3,Punt Single,0,Swayze Waters punts for 71 yards to BC0. No return (Single).,13,10
03:15,3,No Yards,39,Ricky Schmitt punts for 44 yards to Tor38. Penalty: No Yards on BC (Jamall Johnson) -5 yards.,13,10
12:09,3,Missed Field Goal,32,Paul McCallum 32 yard field goal attempt is GOOD.,16,17
09:30,3,Missed Field Goal,27,Paul McCallum 27 yard field goal attempt is GOOD.,19,17
05:02,3,Illegal Block,-9,Swayze Waters punts for 55 yards to BC25.   return for 1 yard to BC26. Penalty: Illegal Block on BC (T.J. Lee) -10 yards.,26,17
12:33,3,Missed Field Goal,38,Paul McCallum 38 yard field goal attempt is GOOD.,0,3
14:46,3,Missed Field Goal,42,Chris Milo 42 yard field goal attempt is GOOD.,3,10
05:35,3,Missed Field Goal,16,Paul McCallum 16 yard field goal attempt is GOOD.,3,13
02:31,3,Missed Field Goal,12,Chris Milo 12 yard field goal attempt is GOOD.,6,13
01:57,3,Illegal Block,-4,Ricky Schmitt punts for 46 yards to Ssk17. Ryan Smith return for 6 yards to Ssk23. Penalty: Illegal Block on Saskatchewan (Shomari Williams) -10 yards.,6,13
12:40,3,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Cameron Thorn) -5 yards.,9,13
12:16,3,Missed Field Goal,21,Paul McCallum 21 yard field goal attempt is GOOD.,9,16
09:16,3,Missed Field Goal,48,Chris Milo 48 yard field goal attempt is GOOD.,12,16
05:25,3,Holding,56,Ricky Schmitt punts for 46 yards to Ssk30. Penalty: Holding on Saskatchewan (Dylan Ainsworth) 10 yards.,12,16
02:27,3,Rush,12,Tino Sunseri rush for 12 yards to the BC53. Tackled by Solomon Elimimian.,12,16
13:13,3,Illegal Punt,23,Ricky Schmitt punts for 33 yards to Ssk37. Penalty: Illegal Punt on BC (Ricky Schmitt) -10 yards.,19,16
10:10,3,No Yards,38,Ricky Schmitt punts for 43 yards to Ssk42. Penalty: No Yards on BC (Keynan Parker) -5 yards.,19,16
02:00,3,Punt Single,0,Josh Bartel punts for 64 yards to BC0. No return (Single).,20,16
00:11,3,Pass,9,Travis Lulay pass to Stefan Logan for 9 yards to the Ssk53. Tackled by Tyron Brackenridge.,20,16
12:43,3,Missed Field Goal,35,35 yard field goal attempt is GOOD.,0,3
09:22,3,Missed Field Goal,49,49 yard field goal attempt is GOOD.,3,3
06:33,3,Pass,16,pass to the BC26.,3,3
04:41,3,Punt Single,0,punts for 69 yards to Ott0. No return (Single).,7,5
02:20,3,No Yards,29,punts for 44 yards to Ott26. Penalty: No Yards on BC -15 yards.,7,5
12:39,3,Illegal Block,5,punts for 50 yards to BC18.   return for 15 yards to BC33. Penalty: Illegal Block on BC -10 yards.,7,5
04:48,3,Incomplete Pass,0,incomplete pass.,7,5
00:12,3,Incomplete Pass,0,incomplete pass.,7,5
05:58,3,Rush,1,Robert Marve rush for 1 yard to the BC37. Tackled by Solomon Elimimian.,0,0
02:08,3,Missed Field Goal,17,Lirim Hajrullahu 17 yard field goal attempt is GOOD.,3,0
00:11,3,Missed Field Goal,40,Paul McCallum 40 yard field goal attempt is GOOD.,3,3
11:14,3,Missed Field Goal,29,Paul McCallum 29 yard field goal attempt is GOOD.,3,6
03:02,3,Fumble,-20,Safety FUMBLE Recovered by Wpg (Lirim Hajrullahu),3,8
13:58,3,Illegal Block,-1,Ricky Schmitt punts for 47 yards to Wpg8. Troy Stoudermire return for 6 yards to Wpg14. Penalty: Illegal Block on Winnipeg (Don Unamba) -7 yards.,3,15
10:21,3,Face Mask,46,Ricky Schmitt punts for 44 yards to Wpg29. Troy Stoudermire return for 31 yards to BC50. Tackled by Adam Bighill. Penalty: Face Mask on BC (J.R. LaRose) 15 yards.,3,15
08:44,3,Missed Field Goal,42,Lirim Hajrullahu 42 yard field goal attempt is GOOD.,6,15
04:56,3,Field Goal Single,14,57 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Demond Washington to the Wpg0. Tackled by Adam Bighill (Single).,6,16
02:09,3,No Yards,27,Lirim Hajrullahu punts for 42 yards to BC13. Penalty: No Yards on Winnipeg (Dan West) -15 yards.,6,16
01:05,3,Illegal Block,-3,Ricky Schmitt punts for 40 yards to Wpg42. Troy Stoudermire return for 7 yards to Wpg49. Penalty: Illegal Block on Winnipeg (Louie Richardson) -10 yards.,6,16
15:00,3,Clipping,-16,Lirim Hajrullahu punts for 48 yards to BC23. Tim Brown return for a loss of 8 yards to BC15. Penalty: Clipping on BC (Jamall Johnson) -8 yards.,6,16
12:07,3,Missed Field Goal,49,Lirim Hajrullahu 49 yard field goal attempt is GOOD.,9,16
08:09,3,Missed Field Goal,37,Paul McCallum 37 yard field goal attempt is GOOD.,9,19
07:00,3,Illegal Punt,26,Lirim Hajrullahu punts for 36 yards to BC33. Penalty: Illegal Punt on Winnipeg (Lirim Hajrullahu) -10 yards.,9,19
04:33,3,No Yards,24,Lirim Hajrullahu punts for 29 yards to Wpg42. Penalty: No Yards on Winnipeg (Teague Sherman) -5 yards.,9,19
02:27,3,Holding,-6,Lirim Hajrullahu punts for 47 yards to BC36. Tim Brown return for 4 yards to BC40. Penalty: Holding on BC (Torri Williams) -10 yards.,9,26
10:04,3,Punt Single,0,Swayze Waters punts for 65 yards to BC0. No return (Single).,1,0
06:01,3,Missed Field Goal,53,Swayze Waters 53 yard field goal attempt is GOOD.,4,0
01:16,3,Face Mask,19,Ricky Schmitt punts for 49 yards to Tor25. Branden Smith return for 4 yards to Tor29. Tackled by Torri Williams. Penalty: Face Mask on BC (Torri Williams) 15 yards.,4,0
10:57,3,Field Goal Single,12,48 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Branden Smith to the Tor0 (Single).,11,1
01:25,3,Field Goal Single,12,43 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Branden Smith to the Tor0 (Single).,18,9
00:06,3,Missed Field Goal,45,Swayze Waters 45 yard field goal attempt is GOOD.,21,9
10:38,3,Unnecessary Roughness,16,Mitchell Gale rush for 1 yard to the Tor40. Tackled by Solomon Elimimian. Penalty: Unnecessary Roughness on BC (Solomon Elimimian) 15 yards.,21,9
11:51,3,Safety,-13,Safety,30,9
07:57,3,Pass,13,Kevin Glenn pass to Bryan Burnham for 13 yards for a TOUCHDOWN.,30,15
04:21,3,Missed Field Goal,50,Swayze Waters 50 yard field goal attempt is GOOD.,33,16
02:30,3,Pass,12,Kevin Glenn pass to Emmanuel Arceneaux for 12 yards to the Tor1. Tackled by Vincent Agnew.,33,16
00:11,3,Incomplete Pass,0,John Beck incomplete pass intended for Bryan Burnham defensed by Matthew Ware.,40,23
03:15,3,Unnecessary Roughness,20,punts for 45 yards to BC12.   return for 5 yards to BC17. Penalty: Unnecessary Roughness on Calgary 15 yards.,7,0
14:05,3,Illegal Block,54,punts for 44 yards to Cgy21. Penalty: Illegal Block on Calgary 10 yards.,7,0
07:54,3,No Yards,24,punts for 39 yards to Cgy13. Penalty: No Yards on BC -15 yards.,7,0
06:20,3,Missed Field Goal,24,24 yard field goal attempt is GOOD.,7,3
02:52,3,Blocked Field Goal,12,39 yard field goal attempt by   is NO GOOD. Field goal attempt is BLOCKED.  Missed field goal returned by   to the BC17.,7,3
14:08,3,Illegal Block,-5,punts for 38 yards to BC34.   return for 5 yards to BC39. Penalty: Illegal Block on BC -10 yards.,7,3
11:30,3,Missed Field Goal,18,48 yard field goal attempt by   is NO GOOD.  Missed field goal returned by   to the BC8.,7,3
10:01,3,Safety,-13,Safety,7,5
07:42,3,Missed Field Goal,35,35 yard field goal attempt is GOOD.,7,8
02:56,3,Missed Field Goal,43,43 yard field goal attempt is GOOD.,7,11
11:17,3,Missed Field Goal,30,30 yard field goal attempt is GOOD.,7,14
03:35,3,No Yards,4,Justin Medlock punts for 19 yards to BC18. Penalty: No Yards on Hamilton (Ed Gainey) -15 yards.,0,0
00:38,3,Missed Field Goal,27,Paul McCallum 27 yard field goal attempt is GOOD.,3,0
13:16,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Hamilton (Landon Rice) -5 yards.,10,0
12:44,3,Missed Field Goal,39,Justin Medlock 39 yard field goal attempt is GOOD.,10,3
11:22,3,Rush,1,John Beck rush for 1 yard to the BC45. Tackled by Simoni Lawrence.,10,3
09:15,3,Unnecessary Roughness,51,Ricky Schmitt punts for 47 yards to Ham9. Brandon Banks return for 36 yards to Ham45. Tackled by Rolly Lumbala. Penalty: Unnecessary Roughness on BC (Rolly Lumbala) 15 yards.,10,3
05:14,3,Missed Field Goal,15,Justin Medlock 15 yard field goal attempt is GOOD.,10,6
04:21,3,No Yards,28,Ricky Schmitt punts for 33 yards to Ham21. Penalty: No Yards on BC (Bo Lokombo) -5 yards.,10,6
01:15,3,Missed Field Goal,42,Justin Medlock 42 yard field goal attempt is GOOD.,10,9
08:28,3,Missed Field Goal,37,Justin Medlock 37 yard field goal attempt is GOOD.,10,12
07:20,3,Unnecessary Roughness,-2,Ricky Schmitt punts for 61 yards to Ham9. Brandon Banks return for 5 yards to Ham14. Tackled by Keynan Parker. Penalty: Unnecessary Roughness on Hamilton (Marc Beswick) -7 yards.,10,12
13:42,3,Holding,53,Ricky Schmitt punts for 43 yards to Ham39. Penalty: Holding on Hamilton (Neil King) 10 yards.,17,12
08:37,3,Rush,1,Zach Collaros rush for 1 yard to the BC13. Tackled by Solomon Elimimian.,17,12
07:17,3,Safety,-7,Safety,17,14
04:09,3,Safety,-9,Safety,17,16
01:43,3,Missed Field Goal,8,Justin Medlock 8 yard field goal attempt is GOOD.,17,19
01:04,3,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Seydou Junior Haidara.,17,19
00:10,3,Pass,7,Kevin Glenn pass to Keola Antolin for 7 yards to the BC35. Tackled by Marcellus Bowman.,17,19
08:46,3,Missed Field Goal,30,30 yard field goal attempt is GOOD.,0,3
03:47,3,Missed Field Goal,34,34 yard field goal attempt is GOOD.,3,10
01:56,3,Holding,-6,punts for 42 yards to BC39.   return for 4 yards to BC43. Penalty: Holding on BC -10 yards.,3,17
00:39,3,Illegal Block,43,punts for 36 yards to Ott14. Penalty: Illegal Block on Ottawa 7 yards.,3,17
08:35,3,No Yards,21,punts for 36 yards to BC24. Penalty: No Yards on Ottawa -15 yards.,3,24
05:10,3,Missed Field Goal,30,30 yard field goal attempt is GOOD.,3,27
10:55,3,Unnecessary Roughness,-7,punts for 42 yards to BC23.   return for 8 yards to BC31. Penalty: Unnecessary Roughness on BC -15 yards.,3,34
04:27,3,Fumble,-34,FUMBLE Recovered by Ott ( ),3,34
00:51,3,Incomplete Pass,0,incomplete pass.,3,41
13:52,3,Illegal Block,5,Lirim Hajrullahu punts for 48 yards to BC20. Keola Antolin return for 15 yards to BC35. Penalty: Illegal Block on BC (Keynan Parker) -10 yards.,0,0
11:06,3,Missed Field Goal,45,Lirim Hajrullahu 45 yard field goal attempt is GOOD.,0,3
08:00,3,Field Goal Single,8,42 yard field goal attempt by Lirim Hajrullahu is NO GOOD.  Missed field goal returned by Marco Iannuzzi to the BC0 (Single).,0,4
07:20,3,Missed Field Goal,17,Lirim Hajrullahu 17 yard field goal attempt is GOOD.,7,7
01:38,3,Rush,1,John Beck rush for 1 yard to the Wpg15. Tackled by Desia Dunn.,7,14
00:48,3,Missed Field Goal,23,Paul McCallum 23 yard field goal attempt is GOOD.,10,14
14:08,3,No Yards,49,Ricky Schmitt punts for 54 yards to Wpg4. Penalty: No Yards on BC (Jason Arakgi) -5 yards.,13,14
12:54,3,Illegal Block,-7,Lirim Hajrullahu punts for 48 yards to BC47. Marco Iannuzzi return for 3 yards to BC50. Penalty: Illegal Block on BC (Seydou Junior Haidara) -10 yards.,13,14
07:29,3,Missed Field Goal,46,Lirim Hajrullahu 46 yard field goal attempt is GOOD.,13,17
05:37,3,Rush,2,John Beck rush for 2 yards to the BC36. Tackled by Chris Randle.,13,17
01:40,3,Rush,1,John Beck rush for 1 yard to the Wpg35. Tackled by Kashawn Fraser.,13,17
06:24,3,Punt Single,0,Paul McCallum punts for 52 yards to Wpg0. No return (Single).,21,17
03:08,3,Pass,48,Drew Willy pass to Rory Kohlert for 48 yards to the BC7. Tackled by J.R. LaRose.,28,17
00:45,3,Time Count,-10,Penalty: Time Count on BC (Paul McCallum) -10 yards.,28,23
11:19,3,Missed Field Goal,47,Hugh O'Neill 47 yard field goal attempt is GOOD.,0,3
04:45,3,Illegal Interference,41,Ricky Schmitt punts for 51 yards to Edm25. Penalty: Illegal Interference on BC (Jason Arakgi) -10 yards.,0,10
01:27,3,Missed Field Goal,21,Paul McCallum 21 yard field goal attempt is GOOD.,3,10
